NextExisting1Value,NextExisting2Value,NextExisting3Value,NextExisting7Value,NextExisting14Value,NextExisting21Value,NextExisting30Value
106.0,107.0,132.333333333,140.714285714,131.571428571,135.285714286,128.615384615
74.0,76.0,108.0,112.428571429,93.5,99.9047619048,93.9615384615
94.0,93.5,100.666666667,122.571428571,110.285714286,126.714285714,118.807692308
192.0,207.5,271.666666667,286.0,253.0,271.571428571,251.846153846
138.0,165.5,207.0,202.0,174.571428571,184.714285714,172.0
39.0,53.5,70.6666666667,67.8571428571,75.6428571429,79.619047619,74.7307692308
108.0,120.5,181.0,161.571428571,144.642857143,154.714285714,146.307692308
66.0,66.5,82.6666666667,91.2857142857,87.0,88.619047619,80.6153846154
98.0,93.0,135.666666667,155.428571429,129.071428571,136.80952381,124.307692308
18.0,18.0,32.3333333333,43.1428571429,36.5714285714,40.8095238095,37.9615384615
54.0,62.5,82.0,83.4285714286,72.5714285714,73.7142857143,67.2692307692
107.0,121.0,186.333333333,177.142857143,161.428571429,168.428571429,162.192307692
53.0,66.5,73.6666666667,70.8571428571,57.8571428571,61.1428571429,55.7307692308
35.0,31.5,46.6666666667,50.4285714286,48.0714285714,51.7619047619,48.3461538462
43.0,41.0,54.0,75.4285714286,66.0714285714,73.8095238095,65.6538461538
59.0,60.5,76.0,77.5714285714,69.2857142857,73.4761904762,67.8846153846
38.0,40.0,48.6666666667,50.1428571429,47.2142857143,47.9523809524,46.3461538462
90.0,95.5,92.6666666667,90.4285714286,90.2142857143,95.619047619,99.4615384615
51.0,59.5,71.3333333333,96.5714285714,86.9285714286,98.5238095238,91.3076923077
56.0,66.5,84.0,85.1428571429,73.7142857143,88.7619047619,83.1153846154
52.0,61.0,85.0,82.0,68.6428571429,69.7619047619,63.1538461538
64.0,51.5,63.6666666667,64.5714285714,55.2142857143,55.3333333333,50.2307692308
38.0,42.5,58.6666666667,60.2857142857,57.0714285714,62.1904761905,55.1923076923
87.0,78.0,98.0,109.428571429,102.928571429,119.428571429,110.5
25.0,32.0,39.6666666667,43.2857142857,39.6428571429,43.4285714286,40.7692307692
72.0,71.0,98.3333333333,99.1428571429,85.5714285714,89.0476190476,86.5
106.0,109.5,128.0,146.714285714,135.214285714,140.19047619,132.0
40.0,39.0,40.3333333333,45.2857142857,41.6428571429,42.5714285714,40.6923076923
54.0,62.0,102.0,110.0,89.2857142857,93.9047619048,86.3076923077
74.0,95.5,104.666666667,123.142857143,106.714285714,113.619047619,107.346153846
6.0,7.5,6.66666666667,6.85714285714,6.23076923077,6.1,5.84
95.0,95.5,119.666666667,119.571428571,112.785714286,120.619047619,110.730769231
108.0,112.5,149.0,155.571428571,134.928571429,138.380952381,131.423076923
152.0,185.0,226.666666667,240.428571429,210.071428571,233.333333333,219.192307692
94.0,111.0,137.333333333,140.428571429,116.214285714,121.238095238,111.769230769
240.0,253.5,401.0,383.0,331.357142857,347.19047619,323.346153846
152.0,152.5,193.0,209.571428571,225.928571429,221.619047619,207.730769231
32.0,43.5,53.0,81.0,67.6428571429,78.7142857143,70.9615384615
99.0,92.0,117.666666667,142.0,123.142857143,131.380952381,118.923076923
82.0,78.5,99.0,112.285714286,89.8571428571,91.619047619,82.7307692308
124.0,145.0,196.666666667,177.285714286,138.857142857,147.619047619,140.153846154
61.0,60.0,83.6666666667,108.857142857,98.4285714286,108.095238095,97.5384615385
97.0,108.0,157.333333333,156.571428571,146.928571429,155.571428571,147.576923077
35.0,36.5,44.3333333333,47.5714285714,43.7857142857,49.4285714286,46.4615384615
150.0,166.0,229.0,238.142857143,203.214285714,208.666666667,197.230769231
90.0,106.0,134.0,142.714285714,119.714285714,125.714285714,115.346153846
67.0,80.5,95.3333333333,116.428571429,107.714285714,108.0,96.7307692308
10.0,12.5,17.3333333333,19.8571428571,20.3571428571,22.0,21.1153846154
164.0,206.0,258.666666667,266.0,239.5,252.047619048,236.076923077
76.0,88.0,112.0,121.857142857,109.428571429,110.857142857,105.153846154
43.0,46.5,47.0,52.2857142857,50.7857142857,54.5238095238,52.1153846154
139.0,172.0,241.0,250.571428571,220.571428571,222.476190476,210.807692308
38.0,40.5,52.3333333333,63.2857142857,54.3571428571,62.9047619048,58.0384615385
77.0,73.5,96.6666666667,120.142857143,99.2857142857,106.476190476,98.4230769231
9.0,24.5,21.0,19.0,17.2142857143,20.0952380952,20.7692307692
58.0,67.0,105.333333333,113.0,102.857142857,108.238095238,99.6538461538
72.0,73.0,105.333333333,118.142857143,104.357142857,112.238095238,105.538461538
99.0,83.5,97.0,98.8571428571,89.6428571429,91.1428571429,87.3461538462
91.0,106.5,137.333333333,150.714285714,123.142857143,135.666666667,125.076923077
87.0,83.5,110.666666667,130.0,128.142857143,137.952380952,130.769230769
166.0,190.5,262.666666667,295.142857143,253.857142857,265.523809524,244.115384615
41.0,42.5,45.0,48.1428571429,47.1428571429,50.0952380952,46.3461538462
163.0,191.5,279.333333333,308.571428571,259.857142857,280.238095238,253.884615385
70.0,101.5,97.0,81.5714285714,67.7142857143,69.1904761905,63.3076923077
67.0,93.5,104.333333333,88.1428571429,71.5,81.0476190476,80.6153846154
71.0,96.0,97.0,83.5714285714,71.5,72.9523809524,69.0769230769
182.0,268.5,260.666666667,238.142857143,203.285714286,208.19047619,202.307692308
128.0,159.0,161.0,138.571428571,115.071428571,119.142857143,113.038461538
80.0,122.5,143.666666667,133.142857143,128.857142857,137.333333333,134.384615385
138.0,167.5,165.333333333,147.428571429,129.642857143,130.761904762,127.307692308
39.0,59.5,81.3333333333,73.5714285714,65.8571428571,73.1428571429,68.0
108.0,145.5,163.666666667,139.285714286,133.071428571,134.523809524,131.423076923
70.0,106.5,118.0,117.714285714,99.5,105.380952381,99.4615384615
205.0,292.0,274.333333333,253.571428571,220.285714286,224.571428571,218.384615385
207.0,338.5,315.333333333,283.571428571,244.5,254.857142857,246.230769231
113.0,139.0,162.0,145.285714286,135.357142857,139.80952381,132.807692308
135.0,226.0,207.0,177.428571429,162.785714286,167.952380952,165.846153846
267.0,481.5,452.333333333,382.428571429,329.071428571,347.904761905,330.576923077
309.0,451.5,426.0,359.571428571,316.571428571,328.380952381,311.807692308
69.0,103.5,123.0,105.571428571,103.642857143,118.142857143,114.384615385
39.0,47.0,55.0,44.1428571429,40.3571428571,43.0952380952,42.0384615385
40.0,27.0,22.0,20.5714285714,16.9285714286,20.1428571429,22.6153846154
51.0,82.0,79.3333333333,67.2857142857,58.5714285714,63.9523809524,61.4615384615
96.0,132.0,134.0,117.714285714,112.642857143,119.761904762,112.423076923
218.0,264.0,264.666666667,244.285714286,211.642857143,234.095238095,223.846153846
108.0,135.5,147.0,131.428571429,123.857142857,133.761904762,128.0
94.0,129.0,111.0,94.5714285714,86.5,89.8571428571,86.0769230769
77.0,98.0,99.6666666667,83.7142857143,72.7142857143,88.0476190476,86.0
100.0,130.0,134.0,124.0,110.0,110.666666667,106.884615385
68.0,81.5,108.0,96.8571428571,87.1428571429,98.8095238095,94.4230769231
133.0,217.5,194.0,163.714285714,145.785714286,154.095238095,151.461538462
122.0,156.0,156.666666667,141.857142857,119.714285714,124.761904762,121.153846154
248.0,306.0,310.666666667,274.428571429,238.357142857,252.714285714,241.153846154
42.0,54.0,52.6666666667,49.8571428571,47.0714285714,47.5238095238,47.6538461538
15.0,21.0,26.0,20.2857142857,21.0,22.3333333333,21.8461538462
44.0,47.0,52.3333333333,47.8571428571,46.3571428571,49.619047619,47.0769230769
94.0,116.0,115.666666667,104.714285714,92.7857142857,98.0476190476,94.7307692308
9.0,7.0,9.0,6.57142857143,6.0,6.25,5.92
43.0,59.5,70.0,64.0,54.2142857143,62.619047619,59.1538461538
223.0,311.5,321.0,282.0,250.928571429,270.952380952,259.115384615
68.0,86.5,78.6666666667,68.8571428571,78.2142857143,80.1428571429,75.8076923077
117.0,120.0,133.0,123.0,106.071428571,112.952380952,110.153846154
68.0,96.0,102.333333333,92.7142857143,87.0,88.5714285714,87.7307692308
47.0,69.0,69.6666666667,60.1428571429,57.7142857143,61.4285714286,56.5769230769
122.0,160.5,164.333333333,150.142857143,122.5,133.857142857,126.961538462
80.0,84.0,85.6666666667,69.1428571429,55.5714285714,59.7142857143,55.8076923077
70.0,126.0,133.666666667,109.428571429,89.2857142857,93.1904761905,88.8461538462
74.0,122.0,130.333333333,119.0,104.0,111.142857143,108.192307692
193.0,241.5,236.333333333,196.285714286,174.642857143,183.0,177.269230769
85.0,127.0,152.0,138.142857143,122.071428571,129.238095238,122.307692308
81.0,113.0,125.0,107.0,92.6428571429,97.8571428571,93.1153846154
166.0,233.0,215.0,171.571428571,136.785714286,145.619047619,140.538461538
101.0,94.0,95.0,89.5714285714,91.7142857143,97.5714285714,99.3076923077
215.0,311.0,321.666666667,293.428571429,255.285714286,265.0,251.807692308
119.0,187.5,187.0,155.571428571,146.214285714,156.619047619,152.884615385
70.0,111.5,111.666666667,97.1428571429,87.9285714286,88.5714285714,88.0
220.0,337.5,351.666666667,307.428571429,260.928571429,278.619047619,261.076923077
88.0,154.5,170.0,155.0,127.785714286,134.714285714,126.038461538
38.0,40.5,43.0,44.1428571429,40.7142857143,41.619047619,41.4230769231
103.0,173.0,188.0,173.857142857,150.857142857,163.238095238,156.653846154
94.0,109.5,116.333333333,116.571428571,108.928571429,107.380952381,99.0
117.0,169.5,188.333333333,154.0,134.428571429,137.142857143,133.423076923
93.0,104.0,125.333333333,120.714285714,109.0,126.619047619,122.692307692
59.0,95.0,119.666666667,107.714285714,98.2857142857,108.047619048,101.269230769
55.0,63.5,88.6666666667,81.5714285714,67.7142857143,79.1428571429,74.6153846154
18.0,39.5,49.3333333333,44.7142857143,37.0,40.7142857143,39.4615384615
38.0,49.0,52.6666666667,45.2857142857,44.0714285714,49.2857142857,47.5
39.0,63.5,71.0,61.0,52.5714285714,53.4761904762,49.7307692308
215.0,371.0,392.333333333,332.285714286,281.285714286,299.047619048,289.423076923
75.0,107.5,118.666666667,108.142857143,88.0,89.4761904762,83.0
28.0,52.5,61.6666666667,50.0,47.5714285714,51.6666666667,50.0384615385
67.0,91.0,101.0,89.8571428571,86.3571428571,87.0476190476,82.9615384615
62.0,84.5,85.0,77.4285714286,68.4285714286,72.6666666667,68.8076923077
76.0,129.0,129.333333333,113.285714286,104.142857143,108.380952381,103.769230769
78.0,125.0,129.0,111.714285714,93.3571428571,99.4285714286,94.8461538462
153.0,213.5,224.333333333,203.285714286,227.285714286,219.666666667,211.769230769
50.0,49.0,56.6666666667,51.7142857143,50.7857142857,54.4285714286,54.4615384615
28.0,53.0,46.6666666667,38.2857142857,31.0,41.8095238095,41.9615384615
138.0,150.0,141.333333333,113.714285714,112.285714286,119.19047619,117.038461538
115.0,141.5,140.333333333,122.714285714,113.142857143,127.80952381,125.192307692
165.0,186.5,173.333333333,146.428571429,137.071428571,140.0,133.192307692
80.0,102.5,101.333333333,74.7142857143,67.1428571429,73.619047619,71.2692307692
170.0,158.5,148.666666667,125.857142857,112.857142857,113.238095238,109.769230769
455.0,417.5,392.666666667,312.142857143,278.785714286,276.761904762,263.230769231
221.0,211.0,199.333333333,161.0,136.285714286,136.19047619,128.076923077
143.0,142.0,139.666666667,120.428571429,103.357142857,106.19047619,100.923076923
197.0,179.0,170.333333333,141.714285714,129.714285714,129.428571429,129.576923077
696.0,545.0,483.0,393.142857143,358.0,349.761904762,330.846153846
113.0,93.5,91.6666666667,66.1428571429,59.5,64.5238095238,62.5769230769
125.0,127.5,131.0,119.428571429,110.214285714,106.142857143,99.3846153846
190.0,177.5,168.333333333,136.571428571,117.071428571,117.285714286,112.153846154
168.0,153.0,138.333333333,123.857142857,119.785714286,119.523809524,113.884615385
160.0,151.0,139.666666667,124.285714286,113.5,109.904761905,107.923076923
95.0,128.0,118.666666667,100.714285714,90.2142857143,98.9047619048,96.3846153846
400.0,370.0,350.333333333,287.0,270.071428571,271.238095238,261.576923077
78.0,56.0,57.6666666667,38.0,31.0,42.0,43.7692307692
50.0,56.5,58.6666666667,47.8571428571,48.7857142857,48.9047619048,47.6538461538
123.0,141.0,135.666666667,120.142857143,106.857142857,111.857142857,110.653846154
14.0,13.0,14.6666666667,16.7142857143,17.0,19.7619047619,22.8076923077
115.0,118.0,114.0,93.5714285714,88.0,87.1428571429,83.4230769231
91.0,81.0,78.6666666667,63.5714285714,62.5714285714,60.4761904762,57.1153846154
527.0,481.0,435.333333333,337.714285714,296.0,301.19047619,294.346153846
183.0,191.5,181.666666667,142.714285714,138.0,135.428571429,133.0
87.0,92.0,89.3333333333,88.1428571429,91.9285714286,99.5238095238,98.9615384615
470.0,369.5,342.333333333,289.0,256.714285714,257.19047619,247.692307692
140.0,140.5,136.0,108.428571429,92.3571428571,89.1904761905,82.9615384615
182.0,165.5,154.333333333,110.571428571,93.3571428571,93.1904761905,90.9230769231
199.0,185.5,172.0,145.0,129.5,133.666666667,126.615384615
145.0,147.0,137.333333333,107.571428571,93.2857142857,97.7142857143,94.4230769231
317.0,243.0,206.0,182.714285714,174.428571429,169.619047619,167.423076923
243.0,230.5,206.666666667,178.142857143,157.142857143,164.285714286,159.076923077
88.0,87.0,80.3333333333,64.0,54.3571428571,53.1428571429,49.5769230769
120.0,123.0,121.333333333,85.2857142857,74.3571428571,82.1904761905,82.3846153846
77.0,78.5,71.3333333333,51.0,51.2857142857,52.3333333333,51.5769230769
310.0,288.0,276.666666667,241.714285714,225.214285714,232.142857143,223.846153846
55.0,63.0,59.0,45.4285714286,42.3571428571,43.2380952381,41.5769230769
60.0,60.0,57.0,45.5714285714,45.5,49.9047619048,48.1923076923
153.0,132.5,124.666666667,97.5714285714,92.2142857143,90.4285714286,87.9615384615
138.0,126.5,116.0,101.142857143,95.5,97.0476190476,95.6923076923
43.0,45.5,47.3333333333,43.4285714286,40.5714285714,41.8571428571,41.6538461538
163.0,166.5,159.666666667,128.285714286,129.142857143,134.142857143,129.653846154
48.0,60.0,57.3333333333,52.7142857143,51.3571428571,54.0952380952,55.8846153846
379.0,309.0,319.333333333,256.0,226.142857143,223.142857143,220.730769231
364.0,342.0,310.0,273.142857143,248.071428571,250.142857143,242.846153846
124.0,119.5,111.666666667,96.4285714286,89.1428571429,90.0952380952,88.9615384615
5.0,9.0,7.66666666667,6.71428571429,5.69230769231,5.9,5.76
302.0,224.5,200.333333333,162.857142857,156.642857143,154.19047619,152.692307692
164.0,119.5,108.666666667,96.5714285714,91.8571428571,89.3333333333,87.0
61.0,65.0,57.6666666667,49.2857142857,39.7857142857,41.8095238095,40.0769230769
105.0,84.0,83.0,69.0,83.7857142857,79.6666666667,76.4230769231
182.0,156.0,151.0,118.714285714,106.285714286,108.142857143,105.076923077
169.0,185.5,192.333333333,141.857142857,128.642857143,129.666666667,125.0
131.0,150.0,145.0,112.428571429,100.714285714,108.761904762,103.076923077
594.0,484.5,440.666666667,354.285714286,342.285714286,325.476190476,310.653846154
190.0,174.0,173.333333333,140.857142857,124.928571429,122.428571429,124.423076923
300.0,239.5,218.333333333,163.571428571,141.428571429,143.238095238,139.807692308
290.0,258.0,237.0,194.571428571,178.142857143,183.095238095,176.692307692
222.0,224.0,192.666666667,154.428571429,142.142857143,137.380952381,134.730769231
72.0,105.5,112.333333333,80.8571428571,67.9285714286,78.5714285714,77.1923076923
88.0,88.5,83.6666666667,62.7142857143,54.2857142857,58.0476190476,55.4615384615
107.0,96.5,88.6666666667,79.4285714286,72.3571428571,72.9047619048,69.2692307692
355.0,300.0,285.333333333,240.285714286,212.857142857,207.333333333,204.384615385
133.0,110.5,101.666666667,78.4285714286,68.7142857143,67.3333333333,62.6538461538
172.0,154.5,135.666666667,109.0,97.6428571429,100.047619048,95.1153846154
76.0,83.5,82.6666666667,65.4285714286,57.1428571429,63.0476190476,60.0769230769
27.0,31.5,29.0,21.1428571429,22.0714285714,22.4285714286,22.1538461538
165.0,175.5,176.666666667,138.571428571,135.857142857,139.619047619,139.769230769
121.0,110.0,103.0,84.5714285714,74.1428571429,71.7142857143,69.3461538462
274.0,260.0,259.333333333,214.428571429,238.357142857,221.80952381,213.423076923
119.0,111.0,106.666666667,85.2857142857,74.1428571429,89.8571428571,87.1538461538
256.0,221.0,204.666666667,158.714285714,153.071428571,157.714285714,154.423076923
407.0,375.0,367.666666667,301.571428571,266.5,265.142857143,253.192307692
66.0,58.0,55.6666666667,51.4285714286,49.0714285714,47.7142857143,48.5769230769
170.0,158.0,161.666666667,129.428571429,130.857142857,132.7,128.807692308
86.0,79.5,89.6666666667,77.2857142857,71.1428571429,71.2,66.5
186.0,179.0,178.666666667,152.285714286,151.071428571,152.8,149.153846154
48.0,49.5,56.0,46.8571428571,41.3571428571,41.8,41.8846153846
138.0,123.5,134.333333333,120.142857143,118.428571429,117.1,110.115384615
74.0,81.0,82.3333333333,62.4285714286,57.7857142857,62.1,59.0
75.0,81.0,92.3333333333,91.4285714286,87.2857142857,85.6,83.5384615385
239.0,289.5,289.666666667,244.857142857,218.357142857,215.35,210.884615385
80.0,68.5,65.0,49.1428571429,50.4285714286,51.1,50.0384615385
161.0,130.5,132.333333333,111.285714286,93.7142857143,99.1,95.1153846154
115.0,105.0,114.333333333,97.7142857143,93.2857142857,95.0,93.8846153846
112.0,110.5,120.0,90.2857142857,89.1428571429,87.3,83.6153846154
149.0,140.5,135.666666667,100.428571429,91.0,88.75,85.9230769231
36.0,30.0,26.0,20.8571428571,21.7857142857,22.2,21.6538461538
245.0,250.5,258.333333333,226.285714286,206.0,199.95,195.769230769
34.0,47.5,44.0,32.0,29.7857142857,40.2,42.2692307692
186.0,182.5,174.0,141.0,136.857142857,138.35,136.538461538
200.0,181.0,165.0,145.285714286,134.714285714,133.05,129.846153846
99.0,94.0,97.6666666667,81.2857142857,72.5,69.25,66.8461538462
89.0,81.5,81.3333333333,61.0,54.8571428571,56.55,53.1923076923
169.0,150.5,155.666666667,166.142857143,167.5,162.25,161.115384615
141.0,134.0,137.666666667,101.857142857,92.7142857143,86.65,79.1538461538
103.0,100.5,105.666666667,83.7142857143,79.2142857143,88.4,84.9615384615
158.0,165.0,171.333333333,134.285714286,122.428571429,119.05,119.076923077
139.0,132.5,127.333333333,84.1428571429,72.4285714286,78.9,76.3846153846
343.0,348.0,363.666666667,294.0,262.428571429,258.05,244.230769231
179.0,177.5,184.666666667,143.571428571,136.071428571,135.4,133.0
91.0,86.0,85.3333333333,62.2857142857,57.7142857143,62.4,58.5769230769
12.0,15.0,19.3333333333,18.1428571429,17.6428571429,20.05,23.0384615385
435.0,389.5,399.0,317.571428571,289.785714286,289.9,280.576923077
375.0,364.0,375.333333333,328.857142857,325.428571429,312.05,294.961538462
86.0,76.5,72.6666666667,61.2857142857,54.1428571429,51.4,46.9615384615
266.0,260.0,272.666666667,233.571428571,226.428571429,228.25,217.153846154
168.0,153.0,166.333333333,131.714285714,120.357142857,128.45,122.807692308
125.0,112.0,114.666666667,79.4285714286,69.0,73.3,69.5769230769
159.0,142.0,150.666666667,120.714285714,110.071428571,111.3,108.076923077
137.0,117.5,127.666666667,99.8571428571,95.2142857143,96.45,92.1538461538
121.0,113.5,115.0,100.714285714,89.7857142857,85.75,81.9615384615
115.0,105.5,114.666666667,96.8571428571,88.8571428571,88.4,87.0
130.0,135.5,135.666666667,116.0,106.785714286,104.45,100.807692308
50.0,50.5,51.0,52.2857142857,47.7857142857,46.8,48.2692307692
226.0,210.5,217.666666667,186.142857143,176.642857143,177.75,170.384615385
147.0,138.0,144.333333333,117.285714286,111.428571429,110.4,105.769230769
208.0,177.5,166.333333333,144.428571429,138.5,138.75,131.038461538
142.0,129.5,145.333333333,122.142857143,109.928571429,107.4,104.423076923
71.0,61.0,54.6666666667,44.4285714286,41.9285714286,42.65,40.5769230769
69.0,56.0,59.6666666667,47.0,40.7142857143,40.85,38.1923076923
340.0,325.5,339.0,282.142857143,266.571428571,264.8,252.5
72.0,62.0,60.3333333333,56.8571428571,53.3571428571,54.4,55.9230769231
97.0,90.5,92.0,87.0,93.6428571429,100.15,98.5
88.0,86.0,95.0,72.2857142857,66.7857142857,64.05,59.1923076923
162.0,143.0,141.0,115.0,116.071428571,118.25,114.5
63.0,72.0,75.6666666667,70.0,86.2142857143,78.4,76.3461538462
165.0,157.5,161.0,132.428571429,116.142857143,113.65,108.461538462
71.0,72.5,71.0,59.5714285714,61.8571428571,58.95,55.0769230769
60.0,55.5,62.6666666667,47.0,47.1428571429,49.4,47.7692307692
147.0,149.5,156.333333333,145.857142857,148.0,146.8,146.038461538
172.0,158.5,187.666666667,138.714285714,128.857142857,130.4,122.192307692
63.0,63.0,61.6666666667,50.2857142857,49.9285714286,48.85,47.0
126.0,122.0,105.333333333,79.4285714286,75.7142857143,80.3,80.3846153846
202.0,204.0,186.0,142.714285714,129.0,127.7,121.538461538
141.0,138.0,159.666666667,117.428571429,103.785714286,104.35,98.0
161.0,157.0,171.0,140.285714286,127.071428571,126.05,124.961538462
149.0,133.5,137.333333333,103.857142857,93.1428571429,95.35,91.6538461538
