YearDayRange,MonthDayRange,WeekDayRange,MonthRange,YearRange
106,22,1,10,2
106,22,1,10,2
106,22,1,10,2
106,22,1,10,2
106,22,1,10,2
106,22,1,10,2
106,22,1,10,2
249,7,2,10,2
249,7,2,10,2
249,7,2,10,2
249,7,2,10,2
249,7,2,10,2
249,7,2,10,2
249,7,2,10,2
249,7,2,10,2
338,17,0,10,2
338,17,0,10,2
338,17,0,10,2
338,17,0,10,2
338,17,0,10,2
338,17,0,10,2
338,17,0,10,2
338,17,0,10,2
277,21,3,10,2
277,21,3,10,2
277,21,3,10,2
277,21,3,10,2
277,21,3,10,2
277,21,3,10,2
277,21,3,10,2
277,21,3,10,2
334,18,5,10,2
334,18,5,10,2
334,18,5,10,2
334,18,5,10,2
334,18,5,10,2
334,18,5,10,2
334,18,5,10,2
334,18,5,10,2
47,24,6,10,2
47,24,6,10,2
47,24,6,10,2
47,24,6,10,2
47,24,6,10,2
47,24,6,10,2
47,24,6,10,2
47,24,6,10,2
20,4,4,10,2
20,4,4,10,2
20,4,4,10,2
20,4,4,10,2
20,4,4,10,2
20,4,4,10,2
20,4,4,10,2
20,4,4,10,2
64,8,1,10,2
64,8,1,10,2
64,8,1,10,2
64,8,1,10,2
64,8,1,10,2
64,8,1,10,2
64,8,1,10,2
64,8,1,10,2
210,20,2,10,2
210,20,2,10,2
210,20,2,10,2
210,20,2,10,2
210,20,2,10,2
210,20,2,10,2
210,20,2,10,2
210,20,2,10,2
331,3,0,10,2
331,3,0,10,2
331,3,0,10,2
331,3,0,10,2
331,3,0,10,2
331,3,0,10,2
331,3,0,10,2
331,3,0,10,2
364,15,3,10,2
364,15,3,10,2
364,15,3,10,2
364,15,3,10,2
364,15,3,10,2
364,15,3,10,2
364,15,3,10,2
364,15,3,10,2
209,26,5,10,2
209,26,5,10,2
209,26,5,10,2
209,26,5,10,2
209,26,5,10,2
209,26,5,10,2
209,26,5,10,2
209,26,5,10,2
57,13,6,10,2
57,13,6,10,2
57,13,6,10,2
57,13,6,10,2
57,13,6,10,2
57,13,6,10,2
57,13,6,10,2
57,13,6,10,2
40,19,4,10,2
40,19,4,10,2
40,19,4,10,2
40,19,4,10,2
40,19,4,10,2
40,19,4,10,2
40,19,4,10,2
40,19,4,10,2
34,1,1,10,2
34,1,1,10,2
34,1,1,10,2
34,1,1,10,2
34,1,1,10,2
34,1,1,10,2
34,1,1,10,2
34,1,1,10,2
50,0,2,10,2
50,0,2,10,2
50,0,2,10,2
50,0,2,10,2
50,0,2,10,2
50,0,2,10,2
50,0,2,10,2
50,0,2,10,2
317,23,0,10,2
317,23,0,10,2
317,23,0,10,2
317,23,0,10,2
317,23,0,10,2
317,23,0,10,2
317,23,0,10,2
317,23,0,10,2
335,5,3,10,2
335,5,3,10,2
335,5,3,10,2
335,5,3,10,2
335,5,3,10,2
335,5,3,10,2
335,5,3,10,2
335,5,3,10,2
339,9,5,10,2
339,9,5,10,2
339,9,5,10,2
339,9,5,10,2
339,9,5,10,2
339,9,5,10,2
339,9,5,10,2
339,9,5,10,2
350,16,6,10,2
350,16,6,10,2
350,16,6,10,2
350,16,6,10,2
350,16,6,10,2
350,16,6,10,2
350,16,6,10,2
350,16,6,10,2
78,25,4,10,2
78,25,4,10,2
78,25,4,10,2
78,25,4,10,2
78,25,4,10,2
78,25,4,10,2
78,25,4,10,2
78,25,4,10,2
12,11,1,10,2
12,11,1,10,2
12,11,1,10,2
12,11,1,10,2
12,11,1,10,2
12,11,1,10,2
12,11,1,10,2
12,11,1,10,2
130,29,2,10,2
130,29,2,10,2
130,29,2,10,2
130,29,2,10,2
130,29,2,10,2
130,29,2,10,2
130,29,2,10,2
130,29,2,10,2
324,27,0,10,2
324,27,0,10,2
324,27,0,10,2
324,27,0,10,2
324,27,0,10,2
324,27,0,10,2
324,27,0,10,2
324,27,0,10,2
281,2,3,10,2
281,2,3,10,2
281,2,3,10,2
281,2,3,10,2
281,2,3,10,2
281,2,3,10,2
281,2,3,10,2
281,2,3,10,2
148,30,5,9,2
148,30,5,9,2
148,30,5,9,2
148,30,5,9,2
148,30,5,9,2
148,30,5,9,2
148,30,5,9,2
148,30,5,9,2
97,6,6,9,2
97,6,6,9,2
97,6,6,9,2
97,6,6,9,2
97,6,6,9,2
97,6,6,9,2
97,6,6,9,2
97,6,6,9,2
30,10,4,9,2
30,10,4,9,2
30,10,4,9,2
30,10,4,9,2
30,10,4,9,2
30,10,4,9,2
30,10,4,9,2
30,10,4,9,2
80,22,1,9,2
80,22,1,9,2
80,22,1,9,2
80,22,1,9,2
80,22,1,9,2
80,22,1,9,2
80,22,1,9,2
80,22,1,9,2
342,7,2,9,2
342,7,2,9,2
342,7,2,9,2
342,7,2,9,2
342,7,2,9,2
342,7,2,9,2
342,7,2,9,2
342,7,2,9,2
359,17,0,9,2
359,17,0,9,2
359,17,0,9,2
359,17,0,9,2
359,17,0,9,2
359,17,0,9,2
359,17,0,9,2
359,17,0,9,2
362,21,3,9,2
362,21,3,9,2
362,21,3,9,2
362,21,3,9,2
362,21,3,9,2
362,21,3,9,2
362,21,3,9,2
362,21,3,9,2
361,18,5,9,2
361,18,5,9,2
361,18,5,9,2
361,18,5,9,2
361,18,5,9,2
361,18,5,9,2
361,18,5,9,2
361,18,5,9,2
363,24,6,9,2
363,24,6,9,2
363,24,6,9,2
363,24,6,9,2
363,24,6,9,2
363,24,6,9,2
363,24,6,9,2
363,24,6,9,2
54,4,4,9,2
54,4,4,9,2
54,4,4,9,2
54,4,4,9,2
54,4,4,9,2
54,4,4,9,2
54,4,4,9,2
54,4,4,9,2
16,8,1,9,2
16,8,1,9,2
16,8,1,9,2
16,8,1,9,2
16,8,1,9,2
16,8,1,9,2
16,8,1,9,2
16,8,1,9,2
121,20,2,9,2
121,20,2,9,2
121,20,2,9,2
121,20,2,9,2
121,20,2,9,2
121,20,2,9,2
121,20,2,9,2
121,20,2,9,2
268,3,0,9,2
268,3,0,9,2
268,3,0,9,2
268,3,0,9,2
268,3,0,9,2
268,3,0,9,2
268,3,0,9,2
268,3,0,9,2
262,15,3,9,2
262,15,3,9,2
262,15,3,9,2
262,15,3,9,2
262,15,3,9,2
262,15,3,9,2
262,15,3,9,2
262,15,3,9,2
126,26,5,9,2
126,26,5,9,2
126,26,5,9,2
126,26,5,9,2
126,26,5,9,2
126,26,5,9,2
126,26,5,9,2
126,26,5,9,2
100,13,6,9,2
100,13,6,9,2
100,13,6,9,2
100,13,6,9,2
100,13,6,9,2
100,13,6,9,2
100,13,6,9,2
17,19,4,9,2
17,19,4,9,2
17,19,4,9,2
17,19,4,9,2
17,19,4,9,2
17,19,4,9,2
17,19,4,9,2
17,19,4,9,2
33,1,1,9,2
33,1,1,9,2
33,1,1,9,2
33,1,1,9,2
33,1,1,9,2
33,1,1,9,2
33,1,1,9,2
33,1,1,9,2
39,0,2,9,2
39,0,2,9,2
39,0,2,9,2
39,0,2,9,2
39,0,2,9,2
39,0,2,9,2
39,0,2,9,2
39,0,2,9,2
195,23,0,9,2
195,23,0,9,2
195,23,0,9,2
195,23,0,9,2
195,23,0,9,2
195,23,0,9,2
195,23,0,9,2
195,23,0,9,2
305,5,3,9,2
305,5,3,9,2
305,5,3,9,2
305,5,3,9,2
305,5,3,9,2
305,5,3,9,2
305,5,3,9,2
305,5,3,9,2
187,9,5,9,2
187,9,5,9,2
187,9,5,9,2
187,9,5,9,2
187,9,5,9,2
187,9,5,9,2
187,9,5,9,2
187,9,5,9,2
336,16,6,9,2
336,16,6,9,2
336,16,6,9,2
336,16,6,9,2
336,16,6,9,2
336,16,6,9,2
336,16,6,9,2
336,16,6,9,2
63,25,4,9,2
63,25,4,9,2
63,25,4,9,2
63,25,4,9,2
63,25,4,9,2
63,25,4,9,2
63,25,4,9,2
63,25,4,9,2
87,11,1,9,2
87,11,1,9,2
87,11,1,9,2
87,11,1,9,2
87,11,1,9,2
87,11,1,9,2
87,11,1,9,2
87,11,1,9,2
98,29,2,9,2
98,29,2,9,2
98,29,2,9,2
98,29,2,9,2
98,29,2,9,2
98,29,2,9,2
98,29,2,9,2
98,29,2,9,2
196,27,0,9,2
196,27,0,9,2
196,27,0,9,2
196,27,0,9,2
196,27,0,9,2
196,27,0,9,2
196,27,0,9,2
196,27,0,9,2
307,2,3,9,2
307,2,3,9,2
307,2,3,9,2
307,2,3,9,2
307,2,3,9,2
307,2,3,9,2
307,2,3,9,2
307,2,3,9,2
154,14,5,9,2
154,14,5,9,2
154,14,5,9,2
154,14,5,9,2
154,14,5,9,2
154,14,5,9,2
154,14,5,9,2
154,14,5,9,2
185,28,6,9,2
185,28,6,9,2
185,28,6,9,2
185,28,6,9,2
185,28,6,9,2
185,28,6,9,2
185,28,6,9,2
185,28,6,9,2
65,12,4,9,2
65,12,4,9,2
65,12,4,9,2
65,12,4,9,2
65,12,4,9,2
65,12,4,9,2
65,12,4,9,2
65,12,4,9,2
72,30,1,1,2
72,30,1,1,2
72,30,1,1,2
72,30,1,1,2
72,30,1,1,2
72,30,1,1,2
72,30,1,1,2
72,30,1,1,2
205,6,2,1,2
205,6,2,1,2
205,6,2,1,2
205,6,2,1,2
205,6,2,1,2
205,6,2,1,2
205,6,2,1,2
205,6,2,1,2
294,10,0,1,2
294,10,0,1,2
294,10,0,1,2
294,10,0,1,2
294,10,0,1,2
294,10,0,1,2
294,10,0,1,2
294,10,0,1,2
286,22,3,1,2
286,22,3,1,2
286,22,3,1,2
286,22,3,1,2
286,22,3,1,2
286,22,3,1,2
286,22,3,1,2
286,22,3,1,2
330,7,5,1,2
330,7,5,1,2
330,7,5,1,2
330,7,5,1,2
330,7,5,1,2
330,7,5,1,2
330,7,5,1,2
330,7,5,1,2
56,17,6,1,2
56,17,6,1,2
56,17,6,1,2
56,17,6,1,2
56,17,6,1,2
56,17,6,1,2
56,17,6,1,2
56,17,6,1,2
32,21,4,1,2
32,21,4,1,2
32,21,4,1,2
32,21,4,1,2
32,21,4,1,2
32,21,4,1,2
32,21,4,1,2
32,21,4,1,2
29,18,1,1,2
29,18,1,1,2
29,18,1,1,2
29,18,1,1,2
29,18,1,1,2
29,18,1,1,2
29,18,1,1,2
29,18,1,1,2
222,24,2,1,2
222,24,2,1,2
222,24,2,1,2
222,24,2,1,2
222,24,2,1,2
222,24,2,1,2
222,24,2,1,2
222,24,2,1,2
314,4,0,1,2
314,4,0,1,2
314,4,0,1,2
314,4,0,1,2
314,4,0,1,2
314,4,0,1,2
314,4,0,1,2
314,4,0,1,2
314,4,0,1,2
310,8,3,1,2
310,8,3,1,2
310,8,3,1,2
310,8,3,1,2
310,8,3,1,2
310,8,3,1,2
310,8,3,1,2
310,8,3,1,2
310,8,3,1,2
108,20,5,1,2
108,20,5,1,2
108,20,5,1,2
108,20,5,1,2
108,20,5,1,2
108,20,5,1,2
108,20,5,1,2
108,20,5,1,2
108,20,5,1,2
0,3,6,1,2
0,3,6,1,2
0,3,6,1,2
0,3,6,1,2
0,3,6,1,2
0,3,6,1,2
0,3,6,1,2
0,3,6,1,2
0,3,6,1,2
41,15,4,1,2
41,15,4,1,2
41,15,4,1,2
41,15,4,1,2
41,15,4,1,2
41,15,4,1,2
41,15,4,1,2
41,15,4,1,2
41,15,4,1,2
82,26,1,1,2
82,26,1,1,2
82,26,1,1,2
82,26,1,1,2
82,26,1,1,2
82,26,1,1,2
82,26,1,1,2
82,26,1,1,2
82,26,1,1,2
228,13,2,1,2
228,13,2,1,2
228,13,2,1,2
228,13,2,1,2
228,13,2,1,2
228,13,2,1,2
228,13,2,1,2
228,13,2,1,2
228,13,2,1,2
35,19,0,1,2
35,19,0,1,2
35,19,0,1,2
35,19,0,1,2
35,19,0,1,2
35,19,0,1,2
35,19,0,1,2
35,19,0,1,2
35,19,0,1,2
285,1,3,1,2
285,1,3,1,2
285,1,3,1,2
285,1,3,1,2
285,1,3,1,2
285,1,3,1,2
285,1,3,1,2
285,1,3,1,2
285,1,3,1,2
248,0,5,1,2
248,0,5,1,2
248,0,5,1,2
248,0,5,1,2
248,0,5,1,2
248,0,5,1,2
248,0,5,1,2
248,0,5,1,2
248,0,5,1,2
61,23,6,1,2
61,23,6,1,2
61,23,6,1,2
61,23,6,1,2
61,23,6,1,2
61,23,6,1,2
61,23,6,1,2
61,23,6,1,2
61,23,6,1,2
49,5,4,1,2
49,5,4,1,2
49,5,4,1,2
49,5,4,1,2
49,5,4,1,2
49,5,4,1,2
49,5,4,1,2
49,5,4,1,2
49,5,4,1,2
76,9,1,1,2
76,9,1,1,2
76,9,1,1,2
76,9,1,1,2
76,9,1,1,2
76,9,1,1,2
76,9,1,1,2
76,9,1,1,2
76,9,1,1,2
216,16,2,1,2
216,16,2,1,2
216,16,2,1,2
216,16,2,1,2
216,16,2,1,2
216,16,2,1,2
216,16,2,1,2
216,16,2,1,2
216,16,2,1,2
159,25,0,1,2
159,25,0,1,2
159,25,0,1,2
159,25,0,1,2
159,25,0,1,2
159,25,0,1,2
159,25,0,1,2
159,25,0,1,2
159,25,0,1,2
319,11,3,1,2
319,11,3,1,2
319,11,3,1,2
319,11,3,1,2
319,11,3,1,2
319,11,3,1,2
319,11,3,1,2
319,11,3,1,2
319,11,3,1,2
162,29,5,1,2
162,29,5,1,2
162,29,5,1,2
162,29,5,1,2
162,29,5,1,2
162,29,5,1,2
162,29,5,1,2
162,29,5,1,2
162,29,5,1,2
14,27,6,1,2
14,27,6,1,2
14,27,6,1,2
14,27,6,1,2
14,27,6,1,2
14,27,6,1,2
14,27,6,1,2
14,27,6,1,2
14,27,6,1,2
28,2,4,1,2
28,2,4,1,2
28,2,4,1,2
28,2,4,1,2
28,2,4,1,2
28,2,4,1,2
28,2,4,1,2
28,2,4,1,2
28,2,4,1,2
45,14,1,1,2
45,14,1,1,2
45,14,1,1,2
45,14,1,1,2
45,14,1,1,2
45,14,1,1,2
45,14,1,1,2
45,14,1,1,2
45,14,1,1,2
254,28,2,1,2
254,28,2,1,2
254,28,2,1,2
254,28,2,1,2
254,28,2,1,2
254,28,2,1,2
254,28,2,1,2
254,28,2,1,2
254,28,2,1,2
289,30,0,3,2
289,30,0,3,2
289,30,0,3,2
289,30,0,3,2
289,30,0,3,2
289,30,0,3,2
289,30,0,3,2
289,30,0,3,2
289,30,0,3,2
219,6,3,3,2
219,6,3,3,2
219,6,3,3,2
219,6,3,3,2
219,6,3,3,2
219,6,3,3,2
219,6,3,3,2
219,6,3,3,2
219,6,3,3,2
253,10,5,3,2
253,10,5,3,2
253,10,5,3,2
253,10,5,3,2
253,10,5,3,2
253,10,5,3,2
253,10,5,3,2
253,10,5,3,2
253,10,5,3,2
150,22,6,3,2
150,22,6,3,2
150,22,6,3,2
150,22,6,3,2
150,22,6,3,2
150,22,6,3,2
150,22,6,3,2
150,22,6,3,2
150,22,6,3,2
8,7,4,3,2
8,7,4,3,2
8,7,4,3,2
8,7,4,3,2
8,7,4,3,2
8,7,4,3,2
8,7,4,3,2
8,7,4,3,2
8,7,4,3,2
21,17,1,3,2
21,17,1,3,2
21,17,1,3,2
21,17,1,3,2
21,17,1,3,2
21,17,1,3,2
21,17,1,3,2
21,17,1,3,2
21,17,1,3,2
165,21,2,3,2
165,21,2,3,2
165,21,2,3,2
165,21,2,3,2
165,21,2,3,2
165,21,2,3,2
165,21,2,3,2
165,21,2,3,2
165,21,2,3,2
284,18,0,3,2
284,18,0,3,2
284,18,0,3,2
284,18,0,3,2
284,18,0,3,2
284,18,0,3,2
284,18,0,3,2
284,18,0,3,2
284,18,0,3,2
303,24,3,3,2
303,24,3,3,2
303,24,3,3,2
303,24,3,3,2
303,24,3,3,2
303,24,3,3,2
303,24,3,3,2
303,24,3,3,2
303,24,3,3,2
225,4,5,3,2
225,4,5,3,2
225,4,5,3,2
225,4,5,3,2
225,4,5,3,2
225,4,5,3,2
225,4,5,3,2
225,4,5,3,2
225,4,5,3,2
94,8,6,3,2
94,8,6,3,2
94,8,6,3,2
94,8,6,3,2
94,8,6,3,2
94,8,6,3,2
94,8,6,3,2
94,8,6,3,2
94,8,6,3,2
2,20,4,3,2
2,20,4,3,2
2,20,4,3,2
2,20,4,3,2
2,20,4,3,2
2,20,4,3,2
55,3,1,3,2
55,3,1,3,2
55,3,1,3,2
55,3,1,3,2
55,3,1,3,2
55,3,1,3,2
55,3,1,3,2
55,3,1,3,2
55,3,1,3,2
6,15,2,3,2
6,15,2,3,2
6,15,2,3,2
6,15,2,3,2
6,15,2,3,2
6,15,2,3,2
6,15,2,3,2
6,15,2,3,2
6,15,2,3,2
309,26,0,3,2
309,26,0,3,2
309,26,0,3,2
309,26,0,3,2
309,26,0,3,2
309,26,0,3,2
309,26,0,3,2
309,26,0,3,2
309,26,0,3,2
313,13,3,3,2
313,13,3,3,2
313,13,3,3,2
313,13,3,3,2
313,13,3,3,2
313,13,3,3,2
313,13,3,3,2
313,13,3,3,2
313,13,3,3,2
114,19,5,3,2
114,19,5,3,2
114,19,5,3,2
114,19,5,3,2
114,19,5,3,2
114,19,5,3,2
114,19,5,3,2
114,19,5,3,2
114,19,5,3,2
198,1,6,3,2
198,1,6,3,2
198,1,6,3,2
198,1,6,3,2
198,1,6,3,2
198,1,6,3,2
198,1,6,3,2
198,1,6,3,2
198,1,6,3,2
44,0,4,3,2
44,0,4,3,2
44,0,4,3,2
44,0,4,3,2
44,0,4,3,2
44,0,4,3,2
44,0,4,3,2
44,0,4,3,2
44,0,4,3,2
9,23,1,3,2
9,23,1,3,2
9,23,1,3,2
9,23,1,3,2
9,23,1,3,2
9,23,1,3,2
9,23,1,3,2
9,23,1,3,2
9,23,1,3,2
223,5,2,3,2
223,5,2,3,2
223,5,2,3,2
223,5,2,3,2
223,5,2,3,2
223,5,2,3,2
223,5,2,3,2
223,5,2,3,2
223,5,2,3,2
332,9,0,3,2
332,9,0,3,2
332,9,0,3,2
332,9,0,3,2
332,9,0,3,2
332,9,0,3,2
332,9,0,3,2
332,9,0,3,2
332,9,0,3,2
246,16,3,3,2
246,16,3,3,2
246,16,3,3,2
246,16,3,3,2
246,16,3,3,2
246,16,3,3,2
246,16,3,3,2
246,16,3,3,2
246,16,3,3,2
137,25,5,3,2
137,25,5,3,2
137,25,5,3,2
137,25,5,3,2
137,25,5,3,2
137,25,5,3,2
137,25,5,3,2
137,25,5,3,2
137,25,5,3,2
161,11,6,3,2
161,11,6,3,2
161,11,6,3,2
161,11,6,3,2
161,11,6,3,2
161,11,6,3,2
161,11,6,3,2
161,11,6,3,2
161,11,6,3,2
193,29,4,3,2
193,29,4,3,2
193,29,4,3,2
193,29,4,3,2
193,29,4,3,2
193,29,4,3,2
193,29,4,3,2
193,29,4,3,2
193,29,4,3,2
77,27,1,3,2
77,27,1,3,2
77,27,1,3,2
77,27,1,3,2
77,27,1,3,2
77,27,1,3,2
77,27,1,3,2
77,27,1,3,2
77,27,1,3,2
241,2,2,3,2
241,2,2,3,2
241,2,2,3,2
241,2,2,3,2
241,2,2,3,2
241,2,2,3,2
241,2,2,3,2
241,2,2,3,2
241,2,2,3,2
105,14,0,3,2
105,14,0,3,2
105,14,0,3,2
105,14,0,3,2
105,14,0,3,2
105,14,0,3,2
105,14,0,3,2
105,14,0,3,2
105,14,0,3,2
247,28,3,3,2
247,28,3,3,2
247,28,3,3,2
247,28,3,3,2
247,28,3,3,2
247,28,3,3,2
247,28,3,3,2
247,28,3,3,2
247,28,3,3,2
179,12,5,3,2
179,12,5,3,2
179,12,5,3,2
179,12,5,3,2
179,12,5,3,2
179,12,5,3,2
179,12,5,3,2
179,12,5,3,2
179,12,5,3,2
201,30,6,5,2
201,30,6,5,2
201,30,6,5,2
201,30,6,5,2
201,30,6,5,2
201,30,6,5,2
201,30,6,5,2
201,30,6,5,2
201,30,6,5,2
13,6,4,5,2
13,6,4,5,2
13,6,4,5,2
13,6,4,5,2
13,6,4,5,2
13,6,4,5,2
13,6,4,5,2
13,6,4,5,2
13,6,4,5,2
51,10,1,5,2
51,10,1,5,2
51,10,1,5,2
51,10,1,5,2
51,10,1,5,2
51,10,1,5,2
51,10,1,5,2
51,10,1,5,2
51,10,1,5,2
229,22,2,5,2
229,22,2,5,2
229,22,2,5,2
229,22,2,5,2
229,22,2,5,2
229,22,2,5,2
229,22,2,5,2
229,22,2,5,2
229,22,2,5,2
269,7,0,5,2
269,7,0,5,2
269,7,0,5,2
269,7,0,5,2
269,7,0,5,2
269,7,0,5,2
269,7,0,5,2
269,7,0,5,2
269,7,0,5,2
265,17,3,5,2
265,17,3,5,2
265,17,3,5,2
265,17,3,5,2
265,17,3,5,2
265,17,3,5,2
265,17,3,5,2
265,17,3,5,2
265,17,3,5,2
320,21,5,5,2
320,21,5,5,2
320,21,5,5,2
320,21,5,5,2
320,21,5,5,2
320,21,5,5,2
320,21,5,5,2
320,21,5,5,2
320,21,5,5,2
175,18,6,5,2
175,18,6,5,2
175,18,6,5,2
175,18,6,5,2
175,18,6,5,2
175,18,6,5,2
175,18,6,5,2
175,18,6,5,2
175,18,6,5,2
117,24,4,5,2
117,24,4,5,2
117,24,4,5,2
117,24,4,5,2
117,24,4,5,2
117,24,4,5,2
117,24,4,5,2
117,24,4,5,2
117,24,4,5,2
158,4,1,5,2
158,4,1,5,2
158,4,1,5,2
158,4,1,5,2
158,4,1,5,2
158,4,1,5,2
158,4,1,5,2
158,4,1,5,2
158,4,1,5,2
322,8,2,5,2
322,8,2,5,2
322,8,2,5,2
322,8,2,5,2
322,8,2,5,2
322,8,2,5,2
322,8,2,5,2
322,8,2,5,2
322,8,2,5,2
346,20,0,5,2
346,20,0,5,2
346,20,0,5,2
346,20,0,5,2
346,20,0,5,2
346,20,0,5,2
346,20,0,5,2
346,20,0,5,2
346,20,0,5,2
290,3,3,5,2
290,3,3,5,2
290,3,3,5,2
290,3,3,5,2
290,3,3,5,2
290,3,3,5,2
290,3,3,5,2
290,3,3,5,2
290,3,3,5,2
212,15,5,5,2
212,15,5,5,2
212,15,5,5,2
212,15,5,5,2
212,15,5,5,2
212,15,5,5,2
212,15,5,5,2
212,15,5,5,2
212,15,5,5,2
136,26,6,5,2
136,26,6,5,2
136,26,6,5,2
136,26,6,5,2
136,26,6,5,2
136,26,6,5,2
136,26,6,5,2
136,26,6,5,2
136,26,6,5,2
125,13,4,5,2
125,13,4,5,2
125,13,4,5,2
125,13,4,5,2
125,13,4,5,2
125,13,4,5,2
125,13,4,5,2
125,13,4,5,2
125,13,4,5,2
129,19,1,5,2
129,19,1,5,2
129,19,1,5,2
129,19,1,5,2
129,19,1,5,2
129,19,1,5,2
129,19,1,5,2
129,19,1,5,2
129,19,1,5,2
264,1,2,5,2
264,1,2,5,2
264,1,2,5,2
264,1,2,5,2
264,1,2,5,2
264,1,2,5,2
264,1,2,5,2
264,1,2,5,2
264,1,2,5,2
255,0,0,5,2
255,0,0,5,2
255,0,0,5,2
255,0,0,5,2
255,0,0,5,2
255,0,0,5,2
255,0,0,5,2
255,0,0,5,2
255,0,0,5,2
226,23,3,5,2
226,23,3,5,2
226,23,3,5,2
226,23,3,5,2
226,23,3,5,2
226,23,3,5,2
226,23,3,5,2
226,23,3,5,2
226,23,3,5,2
171,5,5,5,2
171,5,5,5,2
171,5,5,5,2
171,5,5,5,2
171,5,5,5,2
171,5,5,5,2
171,5,5,5,2
171,5,5,5,2
171,5,5,5,2
113,9,6,5,2
113,9,6,5,2
113,9,6,5,2
113,9,6,5,2
113,9,6,5,2
113,9,6,5,2
113,9,6,5,2
113,9,6,5,2
113,9,6,5,2
112,16,4,5,2
112,16,4,5,2
112,16,4,5,2
112,16,4,5,2
112,16,4,5,2
112,16,4,5,2
112,16,4,5,2
112,16,4,5,2
112,16,4,5,2
143,25,1,5,2
143,25,1,5,2
143,25,1,5,2
143,25,1,5,2
143,25,1,5,2
143,25,1,5,2
143,25,1,5,2
143,25,1,5,2
143,25,1,5,2
250,11,2,5,2
250,11,2,5,2
250,11,2,5,2
250,11,2,5,2
250,11,2,5,2
250,11,2,5,2
250,11,2,5,2
250,11,2,5,2
250,11,2,5,2
280,29,0,5,2
280,29,0,5,2
280,29,0,5,2
280,29,0,5,2
280,29,0,5,2
280,29,0,5,2
280,29,0,5,2
280,29,0,5,2
280,29,0,5,2
278,27,3,5,2
278,27,3,5,2
278,27,3,5,2
278,27,3,5,2
278,27,3,5,2
278,27,3,5,2
278,27,3,5,2
278,27,3,5,2
278,27,3,5,2
192,2,5,5,2
192,2,5,5,2
192,2,5,5,2
192,2,5,5,2
192,2,5,5,2
192,2,5,5,2
192,2,5,5,2
192,2,5,5,2
192,2,5,5,2
155,14,6,5,2
155,14,6,5,2
155,14,6,5,2
155,14,6,5,2
155,14,6,5,2
155,14,6,5,2
155,14,6,5,2
155,14,6,5,2
155,14,6,5,2
183,28,4,5,2
183,28,4,5,2
183,28,4,5,2
183,28,4,5,2
183,28,4,5,2
183,28,4,5,2
183,28,4,5,2
183,28,4,5,2
183,28,4,5,2
170,30,1,2,2
170,30,1,2,2
170,30,1,2,2
170,30,1,2,2
170,30,1,2,2
170,30,1,2,2
170,30,1,2,2
170,30,1,2,2
170,30,1,2,2
236,6,2,2,2
236,6,2,2,2
236,6,2,2,2
236,6,2,2,2
236,6,2,2,2
236,6,2,2,2
236,6,2,2,2
236,6,2,2,2
236,6,2,2,2
172,10,0,2,2
172,10,0,2,2
172,10,0,2,2
172,10,0,2,2
172,10,0,2,2
172,10,0,2,2
172,10,0,2,2
172,10,0,2,2
172,10,0,2,2
207,22,3,2,2
207,22,3,2,2
207,22,3,2,2
207,22,3,2,2
207,22,3,2,2
207,22,3,2,2
207,22,3,2,2
207,22,3,2,2
207,22,3,2,2
167,7,5,2,2
167,7,5,2,2
167,7,5,2,2
167,7,5,2,2
167,7,5,2,2
167,7,5,2,2
167,7,5,2,2
167,7,5,2,2
167,7,5,2,2
149,17,6,2,2
149,17,6,2,2
149,17,6,2,2
149,17,6,2,2
149,17,6,2,2
149,17,6,2,2
149,17,6,2,2
149,17,6,2,2
149,17,6,2,2
127,21,4,2,2
127,21,4,2,2
127,21,4,2,2
127,21,4,2,2
127,21,4,2,2
127,21,4,2,2
127,21,4,2,2
127,21,4,2,2
127,21,4,2,2
160,18,1,2,2
160,18,1,2,2
160,18,1,2,2
160,18,1,2,2
160,18,1,2,2
160,18,1,2,2
160,18,1,2,2
160,18,1,2,2
160,18,1,2,2
86,24,2,2,2
86,24,2,2,2
86,24,2,2,2
86,24,2,2,2
86,24,2,2,2
86,24,2,2,2
86,24,2,2,2
86,24,2,2,2
86,24,2,2,2
263,4,0,2,2
263,4,0,2,2
263,4,0,2,2
263,4,0,2,2
263,4,0,2,2
263,4,0,2,2
263,4,0,2,2
263,4,0,2,2
263,4,0,2,2
267,8,3,2,2
267,8,3,2,2
267,8,3,2,2
267,8,3,2,2
267,8,3,2,2
267,8,3,2,2
267,8,3,2,2
267,8,3,2,2
267,8,3,2,2
189,20,5,2,2
189,20,5,2,2
189,20,5,2,2
189,20,5,2,2
189,20,5,2,2
189,20,5,2,2
189,20,5,2,2
189,20,5,2,2
189,20,5,2,2
134,3,6,2,2
134,3,6,2,2
134,3,6,2,2
134,3,6,2,2
134,3,6,2,2
134,3,6,2,2
134,3,6,2,2
134,3,6,2,2
134,3,6,2,2
164,15,4,2,2
164,15,4,2,2
164,15,4,2,2
164,15,4,2,2
164,15,4,2,2
164,15,4,2,2
164,15,4,2,2
164,15,4,2,2
164,15,4,2,2
178,26,1,2,2
178,26,1,2,2
178,26,1,2,2
178,26,1,2,2
178,26,1,2,2
178,26,1,2,2
178,26,1,2,2
178,26,1,2,2
178,26,1,2,2
242,13,2,2,2
242,13,2,2,2
242,13,2,2,2
242,13,2,2,2
242,13,2,2,2
242,13,2,2,2
242,13,2,2,2
242,13,2,2,2
